TEMPERATURE,CPU_USAGE,CPU_1,CPU_2,CPU_3,CPU_4
46.7,25.8,16.5,20.6,39.4,23.5
47.2,25.3,25.3,18.0,40.2,17.0
47.2,26.8,31.7,19.4,19.4,35.0
47.7,27.4,23.5,18.6,40.8,14.9
47.2,25.9,20.0,20.0,44.8,21.7
46.7,25.1,15.6,23.5,48.0,17.0
46.7,26.0,21.2,22.2,47.5,24.0
47.2,24.2,23.5,22.1,48.5,24.0
47.2,26.4,37.0,13.3,11.9,34.4
46.7,25.3,34.7,18.6,27.7,24.7
47.2,25.5,55.6,11.0,17.2,18.6
46.7,24.8,20.8,30.5,33.7,20.4
46.7,26.6,19.4,23.0,47.5,13.0
46.7,25.3,19.6,13.8,54.3,14.1
47.7,26.0,39.0,20.0,28.4,10.2
46.7,24.8,27.6,32.0,25.7,18.9
46.7,25.1,12.0,17.3,18.0,31.6
47.7,27.0,35.0,18.8,26.5,31.0
47.2,28.5,23.2,15.0,19.2,21.8
47.7,24.8,23.5,15.3,21.4,38.4
46.2,25.9,20.4,17.6,17.0,42.6
46.7,25.9,17.7,22.8,43.0,23.7
46.7,26.3,22.3,32.0,23.7,33.3
46.7,25.4,28.0,26.7,29.0,20.6
46.7,27.0,34.0,21.9,21.8,32.4
46.7,25.0,21.2,16.3,20.8,46.4
48.2,26.5,48.5,18.6,18.2,22.4
46.7,24.8,35.7,22.4,21.4,23.7
47.7,27.6,16.2,10.2,5.2,11.7
46.2,26.5,19.4,30.6,30.3,22.0
46.2,26.8,32.4,38.8,14.0,23.1
46.2,23.7,20.4,21.0,26.3,34.0
46.7,25.6,37.4,25.0,25.7,19.0
47.2,25.1,31.7,16.2,32.4,26.3
46.7,26.1,38.6,27.5,10.4,25.0
47.2,24.2,39.6,19.2,33.3,16.0
47.2,25.3,36.7,26.7,11.9,29.7
47.7,26.8,34.0,15.2,41.5,20.0
46.7,0.5,5.9,1.0,5.9,0.0
47.2,26.6,26.5,15.3,37.0,25.8
46.7,27.1,18.8,14.1,32.3,40.2
47.2,28.0,52.9,17.2,15.0,18.6
48.2,26.0,44.9,21.8,22.5,23.6
45.7,27.2,27.7,21.2,28.3,23.0
47.2,24.9,24.5,25.0,35.1,23.3
47.2,25.5,27.7,20.2,32.7,23.0
47.2,25.6,24.5,25.7,23.2,30.3
45.7,26.3,21.2,17.7,22.5,39.2
46.7,25.9,19.8,27.2,27.3,32.7
46.2,26.5,27.4,23.2,22.3,35.0
46.7,26.8,53.5,19.2,18.4,19.8
48.2,28.1,50.0,20.8,18.3,14.0
47.7,26.5,52.5,16.1,16.0,16.2
48.2,25.1,51.0,21.6,14.6,17.3
47.2,26.3,29.6,21.6,14.0,32.6
47.7,24.6,22.7,38.8,24.8,14.0
47.2,27.4,28.6,35.4,22.5,12.0
47.7,26.5,55.1,18.6,24.5,5.0
47.7,26.4,32.0,23.2,22.0,25.0
46.7,25.6,26.3,13.1,33.3,27.0
47.7,28.0,19.8,31.0,15.8,36.4
47.7,26.4,5.1,5.9,4.0,2.0
46.2,27.5,27.3,20.8,28.7,28.4
47.2,27.3,41.8,21.2,19.0,24.0
46.7,25.3,35.4,27.2,22.9,18.2
47.7,27.5,27.4,28.0,36.0,11.1
46.7,27.0,21.6,17.0,32.0,35.2
47.2,25.2,28.4,25.3,27.0,23.5
48.7,25.4,38.0,28.3,17.0,16.5
45.7,6.4,12.0,29.7,35.1,28.3
47.7,25.8,25.0,33.7,26.2,26.3
47.7,14.5,13.0,12.7,17.2,6.1
47.2,26.3,34.7,18.4,24.5,20.8
47.7,24.4,15.3,48.5,18.8,16.5
46.7,26.6,26.3,36.7,20.4,16.2
47.2,27.5,18.2,38.6,16.2,29.3
48.2,26.2,14.4,38.2,18.0,35.0
46.2,26.6,28.3,26.3,22.2,29.6
46.7,25.6,30.6,37.6,13.4,21.4
47.7,24.7,21.2,26.7,22.5,34.0
47.7,26.8,21.8,36.3,26.8,33.7
47.2,13.7,0.0,0.0,0.0,8.9
46.2,26.4,23.0,32.3,25.7,21.6
46.7,26.0,29.3,34.3,26.0,19.0
45.7,26.7,22.0,47.9,13.9,23.5
46.2,25.6,17.5,48.5,22.2,17.0
46.7,26.4,15.3,47.5,22.8,19.4
46.2,26.1,16.3,48.0,19.4,20.8
47.7,25.7,30.7,33.0,14.0,25.3
47.2,27.1,15.6,20.4,16.8,48.0
47.2,25.3,12.4,53.3,20.8,18.6
47.7,25.7,24.5,27.0,35.9,22.9
47.2,28.8,23.2,30.3,34.6,29.8
46.7,27.6,34.7,29.0,23.3,29.2
45.2,26.2,32.7,34.3,17.5,18.8
46.7,26.1,24.0,52.0,14.9,14.9
47.7,26.4,17.3,23.0,42.6,26.3
46.2,25.5,25.7,39.8,23.5,21.2
46.7,24.7,32.0,33.7,14.0,22.0
47.2,25.9,39.2,23.0,18.4,22.7
46.2,27.3,10.8,31.7,37.4,24.5
46.2,28.3,19.6,28.6,35.7,23.3
46.2,26.8,19.8,22.0,31.4,35.0
45.7,26.5,47.5,20.0,22.5,21.9
46.2,26.1,34.3,18.2,15.3,36.4
46.2,26.5,18.8,18.0,23.8,45.0
46.2,25.6,22.5,27.5,34.4,15.6
46.2,24.4,20.0,35.0,25.5,22.0
48.2,26.6,30.1,26.3,27.3,22.7
47.7,23.9,24.0,26.3,15.0,36.1
46.2,25.7,17.8,47.4,18.2,23.2
46.2,26.6,20.2,45.5,20.0,26.7
45.7,17.7,30.9,24.8,24.5,29.0
47.2,24.1,18.4,27.8,20.8,36.3
46.2,25.8,35.9,28.3,28.7,12.2
47.2,26.3,13.9,25.7,31.0,33.3
47.2,26.4,13.3,17.5,40.8,27.5
46.2,26.3,24.5,17.6,39.0,25.7
47.2,26.8,26.0,37.0,20.6,27.0
46.7,25.9,22.2,28.8,22.4,34.3
47.2,25.9,28.3,19.2,28.7,26.7
47.2,25.7,37.1,13.0,26.7,25.3
46.7,28.3,22.4,22.3,47.5,13.5
47.2,26.4,18.2,8.3,54.5,22.0
46.7,25.6,17.6,33.7,26.5,27.5
48.2,26.8,19.4,27.4,26.5,25.5
47.7,26.6,18.4,21.6,45.0,19.4
46.2,25.1,30.0,19.2,27.0,26.5
47.7,27.5,31.7,26.3,24.8,24.0
47.2,26.8,27.0,16.5,25.7,37.4
46.7,26.3,28.9,22.5,24.2,26.5
46.7,25.2,37.6,20.4,26.0,15.7
47.2,25.1,13.0,11.9,37.3,13.0
46.7,25.9,37.5,20.2,21.0,26.0
46.2,27.4,38.4,24.0,10.3,26.7
47.2,25.8,24.8,18.2,11.5,44.6
47.7,25.4,19.1,16.5,16.2,50.9
47.2,27.8,23.5,26.5,16.2,52.5
46.7,25.4,24.8,17.3,33.7,28.1
46.2,24.1,30.7,24.5,25.3,23.2
47.7,28.4,26.7,12.9,42.9,26.5
47.7,27.5,26.8,7.9,46.5,29.0
47.2,27.3,13.0,25.5,14.1,8.0
47.2,27.5,20.2,16.3,27.6,41.6
47.7,28.0,13.3,27.2,21.0,49.0
47.2,25.6,11.0,2.0,12.9,5.9
47.2,26.2,18.4,19.2,49.5,16.3
46.2,24.3,15.2,24.7,28.4,38.6
47.2,27.6,17.6,25.0,21.2,47.9
47.2,25.8,26.7,24.5,32.3,22.2
47.2,25.4,23.5,23.0,51.0,13.0
46.7,26.0,28.3,16.0,33.3,28.3
46.2,26.1,27.4,25.7,34.0,19.8
46.2,25.4,44.3,15.4,21.4,21.8
47.7,31.6,31.6,23.8,30.4,28.4
47.2,25.8,13.7,7.0,3.0,1.0
47.2,26.3,19.4,16.0,18.2,44.0
47.2,24.8,26.7,20.0,17.2,50.5
46.2,26.8,11.2,34.3,28.2,32.4
46.7,26.5,35.3,18.3,18.2,32.0
47.7,24.9,16.5,45.5,15.2,20.0
47.7,25.9,20.4,46.5,20.0,17.5
47.7,26.8,30.1,44.4,10.2,18.8
48.2,23.6,18.4,41.2,18.0,12.5
47.2,26.3,26.3,41.2,18.4,25.7
47.2,25.7,26.5,25.3,7.1,14.4
46.7,26.7,36.1,17.3,17.6,28.0
48.2,25.9,23.5,12.2,21.2,48.0
47.2,27.6,18.4,18.0,19.4,50.5
47.2,27.6,38.0,19.6,26.2,28.3
46.2,26.6,27.5,29.7,24.2,28.7
46.2,26.3,34.0,20.0,18.6,30.6
46.7,25.3,37.1,16.2,19.6,28.1
46.7,24.8,38.2,24.2,11.2,23.0
47.7,29.0,24.8,23.0,28.4,33.7
47.7,27.3,34.7,46.6,24.5,29.7
46.2,26.4,22.7,13.5,34.3,30.4
47.2,23.7,46.1,20.8,9.1,30.7
46.2,26.7,47.6,17.6,21.1,19.6
48.2,27.0,22.0,22.4,42.3,17.5
47.7,26.9,25.8,31.3,25.7,30.6
47.7,26.6,22.2,19.4,29.4,31.0
47.2,25.7,45.8,14.0,28.7,17.3
46.7,20.7,49.5,15.0,28.0,15.3
47.2,28.3,39.4,12.9,13.1,16.5
46.7,26.6,27.3,36.6,14.4,24.8
48.2,26.6,50.0,11.1,17.2,27.6
48.2,25.1,33.3,25.0,14.4,28.0
47.7,26.6,31.0,15.5,32.7,23.2
46.2,25.6,52.0,20.4,14.7,25.5
47.7,25.7,51.0,12.9,19.4,21.0
46.7,25.5,27.6,35.9,20.2,27.5
47.7,24.8,20.4,38.0,21.8,21.8
47.2,26.4,15.2,46.5,17.8,25.0
47.7,29.5,26.3,25.3,25.8,20.0
47.7,17.2,12.7,12.1,5.0,11.2
46.7,24.2,25.3,32.0,19.0,29.0
47.7,26.4,22.8,26.8,21.6,27.1
47.2,25.8,21.4,50.0,15.2,19.0
48.2,26.1,29.8,49.5,18.0,12.2
47.7,24.9,19.4,47.5,20.2,14.1
47.7,26.8,23.2,29.0,15.6,33.3
47.2,27.4,14.1,34.3,16.8,39.6
47.2,25.3,23.0,7.0,19.8,28.0
45.7,25.6,25.7,31.3,28.3,22.4
46.7,26.3,12.1,20.2,51.0,19.6
48.2,26.6,31.0,28.7,20.2,22.7
46.7,24.5,19.6,33.7,23.2,30.0
46.2,27.2,16.2,27.0,23.0,37.6
48.2,25.1,20.2,33.3,27.3,26.3
46.2,23.6,23.8,28.6,22.8,34.0
47.7,27.3,32.7,32.7,33.3,34.3
47.2,26.7,34.0,15.0,34.0,21.8
47.7,25.7,22.3,14.3,18.2,35.4
47.2,25.6,39.0,15.7,27.0,28.3
46.7,1.5,0.0,7.9,0.0,0.0
46.2,27.5,28.7,27.6,21.6,31.0
46.7,27.0,32.4,22.8,35.3,23.0
47.2,27.0,47.5,20.2,10.2,22.4
46.7,26.4,41.5,13.9,18.8,26.9
47.2,25.7,25.5,20.0,12.2,46.5
46.7,27.9,27.8,31.4,29.7,18.0
46.7,28.2,50.0,12.2,21.6,17.2
46.2,26.9,42.0,8.2,22.1,12.4
46.7,28.0,28.3,26.8,19.6,24.5
46.7,26.9,48.5,16.8,22.0,22.2
47.7,15.5,58.7,19.0,16.5,13.0
47.7,27.1,53.5,11.0,10.9,23.8
47.2,24.9,45.5,21.0,13.9,24.0
46.7,26.9,51.5,23.5,14.1,18.6
48.2,28.0,31.3,37.0,15.5,26.4
46.7,25.8,32.7,41.0,21.0,18.4
47.2,27.4,29.9,33.7,19.8,20.0
47.7,18.0,49.5,18.4,20.2,26.0
47.2,27.0,29.4,24.0,24.2,27.6
46.2,26.3,54.8,15.6,15.4,22.2
48.2,24.6,57.0,20.4,9.1,18.4
46.7,26.7,32.1,18.4,40.9,21.6
47.2,25.1,14.0,20.6,46.9,23.8
46.7,26.9,28.0,19.8,26.2,23.0
47.2,24.3,28.0,20.8,22.8,26.5
46.7,25.2,25.0,39.0,19.8,20.2
47.2,26.3,38.0,36.3,16.7,21.2
47.7,26.1,50.0,12.5,17.7,23.8
47.7,25.4,21.9,30.1,27.6,28.1
47.7,27.0,20.8,34.7,18.4,28.0
47.2,25.9,22.5,18.6,19.8,48.9
46.2,25.5,15.8,32.0,34.3,20.8
47.2,24.7,12.5,43.1,21.4,26.2
46.7,26.3,30.7,14.0,32.7,31.0
47.2,24.8,18.2,26.0,23.8,39.6
48.2,26.0,20.4,33.7,27.7,33.0
47.2,25.6,19.6,16.2,25.0,47.0
47.7,28.5,25.5,15.2,17.7,49.0
47.2,28.2,9.0,7.9,16.5,13.0
46.2,25.6,26.3,17.0,20.8,43.6
46.7,25.0,52.5,12.0,25.3,8.4
46.7,25.1,27.1,14.3,29.3,30.0
46.7,24.9,35.4,16.0,29.4,21.2
46.7,26.7,43.9,17.2,21.8,20.0
47.2,23.6,52.5,13.4,19.0,10.1
47.2,25.9,49.5,17.2,18.2,21.0
46.7,22.0,17.5,9.1,14.1,13.3
47.2,26.4,20.0,13.7,51.0,17.8
45.2,28.7,29.2,15.7,47.5,19.8
44.8,29.0,14.1,19.2,47.5,25.5
46.7,25.3,20.0,14.1,48.5,14.4
47.7,25.8,34.3,25.3,31.3,7.0
46.7,25.1,29.0,24.5,31.3,22.8
46.7,27.4,31.4,45.2,16.2,16.0
46.7,26.3,19.4,44.9,23.8,12.4
47.2,24.6,31.3,28.3,25.5,16.0
47.7,22.3,35.7,31.0,18.8,31.6
46.7,30.8,16.1,50.5,11.9,27.7
47.7,25.8,20.4,50.5,9.2,26.0
47.2,25.9,39.0,28.0,10.2,27.0
46.2,24.2,24.0,21.8,17.2,41.0
46.7,26.1,46.5,13.1,29.5,22.0
47.7,25.6,41.8,15.0,25.0,21.2
47.7,28.2,19.8,7.9,11.0,12.7
46.2,18.7,36.9,22.0,25.7,20.8
45.2,28.3,50.5,12.5,27.6,20.2
47.7,21.6,54.1,12.4,26.7,16.2
47.2,27.8,22.3,24.3,22.8,43.6
47.2,26.8,21.2,17.0,29.3,35.9
47.2,26.5,41.4,24.0,20.8,20.2
46.7,26.6,44.3,15.7,22.0,23.5
47.2,25.0,32.3,22.7,25.7,18.8
47.2,26.4,18.6,49.5,13.1,21.4
47.2,26.9,22.1,34.0,27.1,30.3
47.7,28.0,27.6,25.7,25.7,22.0
46.7,25.6,24.2,22.2,22.8,32.4
48.2,8.5,0.0,0.0,0.0,3.0
46.2,25.8,10.2,17.0,22.0,50.5
46.2,26.5,26.7,14.4,14.1,45.5
46.2,25.1,29.0,24.2,10.1,33.7
47.7,26.3,51.5,21.6,12.1,18.4
47.2,26.8,15.0,23.8,28.3,34.0
47.2,25.9,21.9,29.9,30.3,16.2
47.2,27.6,8.2,22.2,36.7,33.0
48.2,25.8,18.0,22.0,34.0,27.3
47.2,27.4,30.6,23.5,20.0,32.0
47.2,23.2,39.4,22.7,21.0,17.8
47.2,13.9,7.8,0.0,0.0,0.0
46.7,25.3,23.7,34.6,14.1,27.3
47.2,25.6,43.1,21.2,25.7,17.5
46.2,24.9,48.0,17.6,20.4,15.0
46.7,26.6,38.1,23.5,16.0,21.2
47.7,26.5,17.7,15.8,21.2,50.0
46.7,28.1,18.0,19.2,22.5,51.5
47.2,27.1,17.3,12.2,23.8,50.0
47.2,26.6,31.6,12.6,16.8,35.0
47.7,25.7,27.3,25.5,22.3,21.2
47.2,26.1,29.0,22.0,37.8,23.0
45.7,25.7,30.3,24.5,21.8,32.3
46.2,25.8,18.8,12.2,22.2,39.4
46.2,25.4,20.2,22.9,29.4,32.4
45.2,27.2,16.5,22.2,33.0,36.4
47.7,27.8,48.0,15.5,15.5,24.0
47.2,27.9,49.5,25.2,21.0,17.2
46.7,26.8,47.4,20.0,30.2,13.3
46.7,27.5,46.5,22.4,18.8,15.0
47.2,26.1,27.1,19.2,37.0,18.0
47.2,29.0,17.3,12.2,30.0,40.4
46.7,24.5,21.0,11.8,27.6,44.6
46.2,26.1,20.8,30.7,17.0,39.6
47.7,27.4,29.4,28.0,15.3,31.7
47.2,25.8,21.6,39.8,18.8,27.0
46.7,25.9,21.0,24.0,23.8,33.0
46.2,25.2,39.8,26.7,3.1,31.6
46.2,26.5,22.2,33.7,26.5,21.0
46.2,25.4,10.1,47.1,19.0,28.3
46.7,26.1,32.0,25.3,23.8,21.4
47.7,7.3,3.0,1.0,0.0,5.2
45.7,25.3,17.3,14.7,27.4,45.5
46.2,24.7,27.6,50.5,11.0,17.0
47.2,24.4,14.4,33.3,26.5,21.4
46.7,26.3,20.8,29.9,25.7,22.4
45.7,24.2,20.2,29.0,30.6,26.7
46.2,25.3,12.0,30.6,31.1,24.0
46.7,27.1,31.1,31.6,27.7,24.5
46.2,27.0,29.0,30.3,28.0,19.2
47.2,27.2,24.5,42.4,20.8,19.4
46.7,24.6,29.7,27.0,28.9,26.0
46.2,28.4,28.4,39.2,16.3,22.8
47.2,24.8,21.8,28.4,23.5,38.6
46.7,27.3,14.0,24.0,25.0,40.0
47.2,28.2,37.0,18.0,30.9,19.6
47.7,23.4,25.7,35.9,22.8,25.0
46.7,27.2,23.8,43.4,23.5,17.8
46.7,25.7,15.2,50.0,24.0,15.3
47.2,25.1,19.0,47.1,15.3,16.2
46.7,1.8,0.0,0.0,0.0,1.0
44.8,3.2,5.1,2.0,0.0,0.0
45.2,0.8,11.2,45.8,29.1,17.0
45.7,26.1,17.0,48.5,20.4,20.8
46.2,26.6,19.4,48.5,14.1,20.2
46.2,26.5,21.8,49.0,16.2,19.4
45.7,25.2,28.0,45.6,13.3,22.2
47.7,27.7,45.5,25.5,41.6,24.0
46.2,24.7,26.8,21.6,27.3,27.3
46.7,26.6,22.0,16.3,29.3,36.3
45.7,26.3,25.3,21.0,23.8,35.0
46.2,27.3,25.5,18.8,30.0,28.4
46.7,29.4,21.4,23.0,20.0,20.4
45.7,25.9,47.1,10.3,20.8,17.3
45.7,26.9,23.2,20.6,37.8,16.2
45.2,25.4,28.6,16.0,37.0,19.4
46.2,24.6,19.4,47.2,18.6,18.0
47.2,26.9,23.7,43.4,13.3,21.2
46.2,27.2,21.6,48.5,15.8,23.3
46.7,25.7,15.2,51.0,18.8,21.6
46.7,26.7,25.0,49.0,18.8,17.0
45.2,24.6,29.1,31.6,21.4,24.2
46.7,28.6,16.2,24.5,26.5,24.3
46.7,26.1,33.0,30.3,35.0,20.8
47.2,27.1,12.8,33.7,24.5,31.4
47.2,25.5,25.3,26.5,28.6,17.8
46.2,27.8,30.4,28.7,14.4,27.6
47.7,25.5,22.5,44.1,18.8,17.8
47.2,28.0,23.7,49.5,13.7,19.4
47.7,26.3,17.0,52.0,11.0,23.8
46.7,26.1,11.2,52.9,20.0,20.8
47.2,26.4,22.2,33.7,26.5,19.6
46.7,24.3,14.1,28.7,15.3,44.0
46.7,25.1,31.3,22.0,22.2,29.3
47.7,24.5,36.5,22.2,29.9,15.0
46.7,27.5,52.0,21.4,20.4,7.2
46.7,26.6,48.0,26.9,16.8,21.6
46.2,26.9,31.7,18.2,21.4,32.4
47.2,24.5,48.0,25.0,19.4,18.0
47.7,26.1,25.8,21.2,38.2,16.5
47.2,25.8,27.8,26.3,29.0,29.9
46.2,2.0,28.0,24.2,30.4,22.8
46.7,26.8,26.7,26.3,31.3,29.7
47.7,25.4,26.3,31.4,35.6,17.0
46.7,26.3,35.3,31.3,14.9,24.0
47.2,26.4,34.3,26.7,23.5,16.3
47.7,26.4,24.0,28.0,34.7,22.3
46.2,26.0,15.6,29.9,27.1,19.8
46.7,26.2,24.0,28.0,38.6,19.2
46.7,25.9,25.0,31.3,21.0,28.3
47.2,27.2,21.9,28.7,26.7,37.9
46.7,27.3,32.3,32.0,14.1,24.0
46.7,27.0,35.3,20.8,28.0,21.0
47.2,26.3,38.4,13.1,15.2,40.2
47.2,26.2,31.6,22.0,20.8,28.9
47.2,27.2,36.1,20.4,14.9,31.0
46.7,24.7,33.0,25.8,15.7,29.4
47.2,26.3,21.0,40.0,20.0,22.9
47.7,26.6,19.2,47.1,12.1,24.8
46.7,22.2,16.8,33.3,29.6,25.5
46.7,27.1,31.3,29.6,14.9,34.7
44.8,0.5,1.0,1.0,0.0,0.0
44.8,26.1,25.8,48.1,15.0,13.4
45.2,27.4,28.0,30.0,19.0,27.7
46.2,26.7,27.0,38.6,17.9,25.0
46.2,24.9,35.7,26.3,22.0,19.6
46.2,27.1,20.2,22.8,18.8,40.0
47.2,25.7,48.5,45.6,26.7,24.2
47.2,26.6,34.7,30.7,18.2,20.8
46.7,19.5,25.5,27.6,30.4,20.6
45.7,24.9,23.8,22.2,26.3,32.7
46.7,26.6,16.8,21.2,30.3,36.6
45.2,26.5,21.4,24.0,34.7,26.0
46.7,26.7,33.3,25.0,21.6,24.2
47.2,25.2,18.6,14.0,20.4,51.0
46.7,25.4,18.6,14.1,19.8,50.5
46.2,24.1,43.1,14.3,17.2,24.5
47.2,26.3,31.7,21.4,17.0,30.9
45.7,25.3,21.0,23.2,24.5,28.7
47.7,25.4,30.7,19.2,27.7,22.7
46.7,25.6,42.6,31.6,11.7,27.0
47.2,14.1,4.9,0.0,7.0,2.9
47.2,25.2,21.4,35.0,22.0,27.3
46.2,27.2,20.6,41.6,17.8,25.7
47.7,26.1,24.2,21.6,24.2,28.7
46.2,26.2,19.4,33.0,27.6,32.0
46.7,24.7,29.9,23.3,26.0,35.0
47.7,29.1,31.0,25.5,20.0,29.0
46.2,26.4,21.8,24.2,22.0,26.3
46.7,25.9,30.5,25.0,37.8,13.9
46.7,26.5,14.1,18.6,47.5,29.0
46.7,28.5,24.2,18.8,47.0,17.5
46.2,26.6,23.3,22.4,45.9,17.0
47.2,27.2,16.7,29.0,47.5,16.2
46.7,25.9,34.7,17.8,22.0,28.7
47.2,26.4,33.0,27.7,20.8,26.0
46.7,27.0,34.3,24.0,18.4,28.9
47.2,25.3,24.2,36.4,33.0,16.5
45.7,0.8,36.4,13.1,16.5,18.8
46.7,27.9,20.4,19.2,33.3,24.0
45.7,29.9,37.3,25.3,30.4,11.3
48.2,27.2,19.0,47.5,15.3,26.0
48.2,26.7,37.0,33.0,11.9,23.0
47.7,27.6,40.4,22.2,15.8,25.0
46.2,25.8,22.4,26.0,33.3,24.8
46.7,26.6,24.5,28.4,27.3,23.2
46.7,26.9,27.3,37.4,25.7,23.5
48.2,25.6,17.6,54.9,18.0,15.2
47.7,27.5,40.4,16.0,22.4,28.4
46.7,28.3,20.4,28.7,21.6,26.5
46.7,27.6,37.6,27.8,25.2,24.2
46.2,25.8,28.6,21.6,28.2,25.8
47.7,26.8,22.4,22.7,6.3,49.5
47.7,25.1,21.4,21.6,37.9,28.2
47.7,25.1,25.5,23.2,26.0,28.6
46.2,25.5,15.5,25.0,32.7,27.6
47.7,27.6,25.0,26.9,32.0,22.3
47.2,25.9,25.5,30.5,34.3,22.5
46.7,26.1,22.9,42.0,26.5,19.6
47.2,26.1,26.5,30.1,24.2,26.8
46.7,25.9,18.6,26.7,33.7,24.5
46.7,27.6,15.6,33.7,19.0,33.3
46.2,25.6,11.2,20.8,42.6,24.0
47.2,26.9,15.7,21.2,21.0,51.0
47.7,25.8,18.8,18.4,18.0,51.0
46.7,26.6,22.1,23.8,40.8,9.1
47.2,25.0,24.2,23.5,30.4,27.3
47.7,27.6,26.3,23.0,21.2,30.5
47.2,26.1,29.6,26.5,23.0,21.8
46.2,26.9,26.5,30.4,28.0,24.5
47.2,24.8,22.2,31.6,21.2,26.0
47.7,28.3,13.1,44.3,28.7,22.5
47.2,27.6,20.0,13.3,47.0,19.2
47.2,26.6,17.2,33.0,28.0,24.2
46.7,25.6,48.5,17.8,15.2,26.7
47.7,27.5,46.5,14.3,24.5,29.0
46.7,26.0,21.0,31.3,27.0,24.7
47.2,24.8,28.6,27.0,20.6,28.3
46.7,25.4,26.5,21.6,35.3,20.4
46.7,25.9,25.3,31.7,23.5,33.0
47.2,26.8,23.2,14.3,38.8,31.7
47.2,26.2,28.3,26.8,33.7,17.6
47.2,25.5,22.2,20.8,30.3,26.3
46.7,26.3,46.0,19.4,25.2,13.0
46.2,25.1,26.0,30.3,19.8,31.7
47.2,28.6,5.1,31.6,28.3,39.6
47.7,27.5,18.4,44.8,21.6,18.2
46.7,25.5,15.6,43.9,19.0,23.2
46.7,26.4,21.4,54.3,14.1,14.4
46.7,27.6,20.2,25.5,31.1,30.6
45.7,27.0,35.0,24.5,14.1,31.1
46.2,25.4,31.6,27.7,15.0,28.9
47.2,25.6,24.2,51.0,19.4,10.2
47.7,27.3,21.8,51.5,13.0,27.8
46.7,6.5,0.0,0.0,0.0,0.0
46.2,27.2,28.8,47.4,13.9,21.6
46.7,27.8,37.7,26.6,15.7,30.6
46.7,25.4,25.5,35.3,14.0,26.0
47.7,24.9,21.6,40.8,15.2,25.0
47.7,24.4,49.5,21.0,14.0,21.1
47.7,26.6,21.1,33.7,26.3,28.4
47.2,24.6,24.7,23.2,17.2,31.0
47.7,7.3,17.0,14.9,16.8,9.2
46.2,27.4,29.6,33.0,21.2,23.8
46.7,27.1,37.4,31.0,19.8,17.0
46.2,25.7,21.9,33.7,26.0,25.2
46.2,26.6,21.4,25.7,34.3,18.9
47.2,25.4,20.0,37.1,21.6,24.7
46.2,27.2,33.0,19.0,27.7,24.2
47.2,25.0,19.8,15.0,48.6,22.1
47.2,27.4,19.6,21.0,36.8,29.5
46.7,26.7,22.7,20.2,26.8,35.6
46.7,24.9,12.2,32.0,26.0,33.3
47.2,25.7,34.3,16.8,30.3,26.7
47.7,24.8,15.3,28.0,25.5,36.0
46.7,27.4,35.7,27.7,31.3,12.7
47.7,26.0,29.3,29.0,24.0,18.8
46.2,25.3,38.8,21.6,23.0,12.2
47.2,25.1,21.2,17.0,46.5,19.8
46.7,26.8,29.7,30.3,28.0,20.8
47.7,26.7,19.4,45.0,18.8,16.2
46.2,26.9,19.6,29.2,29.1,36.1
46.7,8.0,0.0,2.0,0.0,0.0
46.7,26.5,36.3,27.7,14.1,28.0
45.7,26.9,34.3,25.5,14.4,26.0
46.2,25.4,43.3,17.8,33.3,16.8
47.7,24.6,38.5,25.0,29.1,18.0
46.7,26.5,35.4,18.0,33.7,27.6
45.7,26.4,10.1,20.2,51.5,26.5
46.7,25.8,7.4,12.6,49.5,26.3
47.2,23.4,3.0,0.0,0.0,0.0
45.7,25.6,25.5,16.5,47.9,17.8
46.7,25.0,14.7,40.0,24.5,26.5
47.2,26.5,26.7,25.5,21.0,35.0
46.7,25.7,26.9,31.3,27.2,19.8
47.2,25.3,34.3,30.3,22.0,24.8
46.2,25.6,24.5,22.7,19.1,23.8
