TEMPERATURE,CPU_USAGE,CPU_1,CPU_2,CPU_3,CPU_4
46.7,29.0,17.2,51.9,20.8,24.5
46.2,27.8,23.5,23.0,22.7,46.5
46.7,29.4,29.4,34.6,28.1,24.8
47.7,30.0,2.0,5.0,4.0,7.1
46.7,29.5,21.8,23.2,53.0,15.2
46.7,30.3,11.3,31.3,33.3,32.0
47.2,32.2,19.8,35.4,20.2,25.0
46.7,28.3,23.5,33.3,24.8,27.3
45.7,28.0,30.3,24.0,25.0,34.0
46.7,28.5,42.1,27.9,22.9,22.7
46.2,27.2,20.2,31.3,38.0,28.7
47.7,29.2,6.0,6.0,4.0,5.0
46.7,29.7,29.0,32.0,25.0,26.3
45.7,28.5,39.8,27.2,21.0,32.0
47.2,28.9,35.0,26.0,26.5,28.3
47.7,30.2,18.6,29.4,42.4,28.4
47.7,26.7,34.0,24.2,30.7,34.0
47.7,28.2,32.7,27.0,38.2,18.6
47.7,27.1,29.6,30.0,26.3,27.7
45.7,27.3,30.6,21.0,19.4,46.6
47.2,28.5,14.0,34.3,53.4,14.9
47.7,32.4,15.3,24.0,40.0,27.7
47.2,29.7,25.3,28.0,18.6,44.3
47.7,28.7,24.5,38.0,27.6,18.8
47.7,27.8,28.1,25.7,14.4,40.2
47.2,29.1,26.3,46.0,20.0,23.0
47.7,27.5,29.7,47.0,14.0,21.2
47.2,29.3,20.6,49.0,18.0,27.3
48.2,30.6,29.5,49.1,10.1,24.2
47.7,30.0,16.8,47.6,23.0,29.4
47.2,28.7,18.8,45.4,27.3,26.2
48.2,29.6,19.2,46.5,19.8,24.5
47.7,29.7,36.7,31.4,18.2,26.8
46.7,28.6,23.2,51.0,17.8,22.2
47.2,30.4,21.6,52.5,14.1,30.0
47.7,28.8,36.1,25.3,22.0,31.0
47.7,28.4,23.7,37.3,26.7,33.7
48.2,29.0,25.0,31.7,35.1,27.0
47.7,29.5,30.7,28.6,32.3,24.2
48.2,28.5,56.3,14.1,16.3,25.0
47.7,29.5,51.0,18.4,16.3,23.7
48.2,27.6,30.6,40.0,16.5,35.6
46.2,28.6,27.5,15.2,31.3,39.2
46.7,23.7,25.0,14.7,50.5,26.5
47.2,28.9,12.4,28.3,21.6,49.0
48.2,30.6,12.1,31.3,45.5,26.3
47.2,26.6,26.8,32.0,35.3,24.2
47.7,30.4,25.8,35.6,34.0,26.0
47.2,26.8,20.0,16.2,51.0,27.0
47.7,28.9,26.3,35.9,34.0,23.8
47.7,24.8,9.9,28.3,48.5,22.4
46.7,28.1,18.4,20.8,15.2,17.8
46.7,28.9,33.3,23.3,40.0,29.8
48.2,31.4,35.4,29.3,29.4,22.3
47.2,27.6,19.6,25.3,46.0,26.0
47.7,28.6,21.1,33.3,25.5,28.3
47.2,26.6,35.1,26.8,20.0,29.0
48.2,28.0,32.4,31.3,28.4,29.4
47.7,30.6,41.0,13.9,40.0,23.2
46.7,29.8,30.7,21.2,42.3,26.0
47.2,30.9,24.3,18.8,46.4,24.0
47.7,29.2,22.7,20.6,43.3,20.2
47.2,28.3,24.0,16.8,53.7,19.2
48.2,27.6,14.0,22.2,52.9,20.8
47.2,27.0,32.7,14.4,32.3,29.3
46.7,30.3,31.6,27.7,28.6,26.3
46.2,26.4,10.5,25.5,44.4,20.2
47.2,30.1,27.7,17.2,51.0,17.8
47.2,29.6,30.7,10.3,49.5,25.5
47.2,25.8,18.8,15.0,19.2,54.5
47.7,26.5,23.5,19.0,21.0,44.4
47.2,26.9,24.5,24.0,29.9,31.0
47.2,26.1,35.1,17.5,25.7,31.0
47.7,28.1,30.6,24.0,21.8,32.4
48.2,27.7,24.2,18.0,30.7,33.3
47.2,27.0,40.2,31.0,12.7,25.5
47.7,26.7,33.7,29.3,25.0,26.5
47.2,26.2,41.0,33.0,9.0,23.0
46.2,24.8,25.8,30.9,23.8,26.5
47.2,28.3,20.4,34.0,23.2,24.3
46.7,27.7,33.7,28.7,32.7,19.6
47.2,27.8,31.7,36.9,26.0,18.4
46.2,28.4,50.5,16.3,23.3,19.4
47.2,26.4,47.5,14.4,27.0,20.0
47.2,27.0,50.5,9.3,20.8,25.5
47.2,26.1,35.4,24.7,22.5,28.3
47.7,27.5,26.3,36.5,18.6,27.0
47.2,26.6,26.2,15.5,45.7,24.3
47.7,26.6,20.4,16.7,50.0,21.4
47.7,27.8,29.0,20.0,36.8,22.8
46.2,26.2,48.5,17.0,23.1,24.2
46.7,35.1,24.5,10.2,41.7,26.2
47.2,29.6,21.2,22.0,43.0,22.2
47.2,26.3,36.5,23.2,30.0,24.0
46.7,26.8,29.7,22.0,27.5,25.5
46.7,25.9,20.0,20.6,24.5,38.8
47.7,27.3,20.4,25.5,27.6,26.5
46.7,29.0,20.4,21.0,50.5,22.5
47.2,27.1,25.0,16.0,47.9,24.3
46.7,25.6,22.4,32.0,20.6,33.7
46.2,7.8,17.3,21.8,24.0,49.5
46.7,28.3,23.2,17.5,16.1,51.9
46.7,28.9,19.8,17.0,23.5,51.5
45.7,26.7,19.0,23.8,18.3,48.5
45.7,27.3,20.6,21.8,35.1,24.0
47.7,26.9,21.9,18.0,43.9,22.9
45.7,25.1,36.4,21.0,29.3,20.8
46.2,27.0,29.2,15.2,31.0,30.7
47.2,26.3,20.2,20.8,50.0,23.0
45.7,27.3,20.8,21.8,52.5,19.4
46.2,29.8,18.2,18.9,50.9,22.4
46.2,26.3,4.0,4.0,4.0,3.1
46.2,27.5,21.0,51.5,16.8,24.5
45.7,27.6,21.6,42.7,22.2,20.4
45.7,28.3,17.2,27.7,24.7,33.7
47.2,26.4,14.9,18.2,19.0,55.0
47.7,26.5,6.2,25.5,17.5,55.0
46.2,20.2,21.2,21.1,20.4,43.4
46.2,27.4,15.6,28.2,21.2,49.5
46.7,25.8,31.3,19.4,24.0,25.7
46.7,26.0,29.6,28.6,25.5,26.0
47.2,22.3,18.2,19.0,49.0,20.4
45.7,28.3,20.0,33.0,33.0,20.8
46.7,27.0,14.3,21.2,49.0,24.8
46.2,27.7,30.3,26.2,23.5,28.7
45.7,26.9,21.6,18.2,52.0,17.2
46.2,27.3,25.3,19.8,21.2,50.0
45.2,28.9,24.0,32.0,22.8,27.0
47.7,27.1,26.9,49.0,24.0,29.7
46.2,25.9,14.1,29.7,20.2,34.7
46.7,26.7,29.3,19.2,16.7,45.5
46.2,28.8,23.5,26.8,33.3,26.0
47.2,28.6,18.2,25.7,23.1,36.7
46.2,27.3,19.2,26.0,28.7,23.5
46.7,26.5,33.3,28.4,31.6,17.7
46.7,27.9,37.8,29.4,18.2,18.2
45.7,25.6,17.2,44.9,24.2,23.2
46.7,26.9,13.3,46.5,25.0,19.8
46.7,25.3,11.2,52.0,25.0,22.0
46.7,27.1,20.8,45.9,20.0,23.2
45.7,28.0,21.2,51.0,15.8,19.4
47.7,26.4,22.2,52.4,16.7,17.7
46.2,28.3,24.5,18.2,28.2,36.4
46.7,28.0,18.8,24.0,42.2,24.7
46.2,26.4,20.0,26.7,29.7,22.2
47.7,26.6,40.0,21.6,23.5,28.7
45.7,27.6,24.2,50.0,13.9,22.5
47.2,27.7,36.3,38.2,37.6,32.3
45.7,28.4,28.6,26.0,32.7,27.4
45.7,26.4,24.0,22.4,32.7,29.4
45.7,28.3,28.4,21.6,27.0,32.0
47.2,27.8,44.0,28.0,18.0,23.5
46.2,27.6,10.2,20.2,21.1,45.5
46.7,27.7,18.2,23.3,19.8,50.0
46.7,26.4,19.2,19.0,21.6,45.5
46.2,26.9,31.3,30.4,25.7,24.3
46.7,27.4,17.9,17.0,52.5,20.0
46.2,28.5,18.8,21.4,51.5,20.2
45.7,24.9,28.0,17.2,41.0,24.2
46.7,29.2,33.7,33.7,25.7,17.3
46.7,26.4,24.0,47.5,20.0,14.3
47.7,26.8,30.9,28.3,25.0,20.6
46.2,26.8,8.2,38.8,26.0,32.4
48.2,26.2,13.3,24.8,38.1,26.0
47.2,27.2,32.0,25.8,18.8,30.1
47.7,27.5,19.8,15.3,23.8,50.0
46.2,20.5,18.8,24.5,12.4,8.1
45.7,28.0,31.6,20.0,19.8,41.7
45.7,26.0,9.2,25.7,38.0,30.6
46.7,27.8,27.7,23.5,19.8,45.9
46.7,27.5,48.0,19.6,19.0,22.0
47.2,26.6,26.8,24.5,25.2,31.3
46.7,27.8,28.7,19.6,27.3,31.0
46.7,25.6,26.5,23.8,43.1,18.2
45.7,26.4,15.3,15.8,39.2,20.4
45.7,12.5,15.3,36.5,31.9,21.2
47.2,27.9,13.3,22.4,49.5,19.2
47.2,29.8,15.5,21.0,47.5,20.6
46.2,27.1,17.5,19.8,47.5,21.4
47.2,27.0,25.3,18.8,46.9,21.2
46.2,28.0,22.2,20.0,49.0,16.0
46.7,24.9,20.6,25.0,31.6,32.0
46.2,27.4,14.7,20.6,19.2,55.1
46.2,23.6,34.3,19.8,18.8,32.0
46.2,27.3,43.1,24.5,27.8,12.5
45.7,27.1,24.5,14.6,44.7,16.0
47.2,27.4,31.6,19.1,29.4,21.8
45.7,26.0,33.7,27.7,30.7,18.8
46.7,26.4,38.4,25.5,37.0,13.1
46.2,27.7,40.6,17.8,13.9,34.3
46.2,27.5,38.0,27.0,22.7,19.6
47.2,27.3,17.9,18.2,20.8,17.7
46.2,27.1,17.5,47.5,33.3,17.6
46.2,19.0,0.0,0.0,1.0,4.1
44.8,27.4,24.0,51.5,12.0,24.2
46.7,28.4,24.8,36.7,19.8,26.5
46.2,24.8,21.6,27.3,22.2,34.3
46.2,26.3,26.0,32.0,21.2,29.3
46.7,24.2,21.4,42.0,28.3,13.1
47.2,27.7,23.5,48.5,22.2,11.2
45.7,27.5,26.7,36.7,22.5,21.0
46.7,26.3,25.5,24.5,44.8,13.0
46.7,29.2,9.8,21.2,47.5,38.5
47.2,16.8,11.7,3.0,10.1,1.0
45.2,26.7,26.2,17.2,27.0,37.3
46.7,28.3,36.1,25.5,25.0,24.5
46.7,27.5,38.8,27.0,20.2,28.3
45.7,27.8,49.0,25.5,16.8,19.4
46.7,27.6,49.0,19.2,23.3,26.3
46.7,30.1,24.5,24.8,15.2,38.0
46.7,30.3,41.4,12.1,30.4,24.0
45.7,26.3,33.7,8.2,12.2,16.3
46.2,27.6,49.0,16.3,18.0,22.9
45.2,25.5,49.0,22.4,19.8,16.0
46.7,27.6,35.1,12.4,23.5,31.3
46.2,26.3,40.0,28.6,20.0,19.0
47.2,26.7,35.8,20.2,18.7,28.9
46.2,27.4,45.9,18.8,24.0,24.5
46.2,23.9,24.5,28.7,30.7,35.3
46.7,27.9,25.7,34.0,24.8,28.7
46.2,28.0,29.3,29.5,20.6,28.0
46.2,26.0,15.2,54.1,15.8,18.8
47.2,26.8,23.7,21.8,29.4,38.6
46.2,27.0,40.2,24.8,21.2,14.7
46.2,28.7,32.7,24.0,27.6,23.8
46.2,26.1,42.0,18.0,20.2,29.3
46.7,25.3,42.3,12.2,30.4,17.2
47.2,26.3,15.8,36.7,31.4,24.5
46.2,26.6,28.6,33.3,17.8,25.0
46.2,27.8,26.3,28.7,28.0,25.0
47.2,26.9,13.3,50.0,23.0,20.8
46.7,28.8,21.0,43.9,23.8,17.5
45.7,27.1,30.9,21.8,31.0,25.0
46.2,25.9,15.0,18.8,38.8,36.4
47.7,26.3,15.2,52.0,17.7,25.0
46.2,27.9,16.0,20.8,46.9,27.2
46.7,27.0,22.0,22.4,35.0,26.0
46.7,28.3,36.0,19.0,35.9,24.5
45.7,26.3,18.2,39.8,29.3,27.0
46.7,27.0,18.4,35.4,32.7,20.4
46.2,27.1,17.0,23.5,53.5,18.2
46.2,28.6,34.0,24.2,25.3,14.1
46.2,25.9,21.6,19.4,21.6,31.3
46.2,25.8,28.1,22.8,20.6,51.0
47.7,26.7,37.0,26.5,19.6,32.7
46.7,26.9,34.3,29.6,14.1,25.5
45.7,26.8,26.5,30.6,28.0,24.2
46.2,28.0,28.7,34.0,22.8,26.3
46.7,27.2,33.3,22.0,33.7,22.2
46.7,25.0,23.3,18.0,38.1,32.3
46.2,25.5,23.5,21.4,35.0,32.3
46.2,26.1,24.2,19.2,18.8,51.9
47.2,27.2,25.7,18.2,18.4,46.5
46.7,26.1,23.5,20.4,16.8,49.5
45.7,27.7,30.2,17.3,9.5,44.3
46.7,27.3,30.9,23.5,27.3,31.0
46.2,28.0,27.0,32.0,20.6,28.6
46.2,26.8,22.5,28.6,22.0,39.2
46.2,27.4,26.0,19.6,32.7,24.0
45.7,27.8,17.0,17.2,17.9,53.8
46.2,27.5,21.2,18.2,28.4,39.6
46.7,27.6,24.0,18.8,16.3,47.1
46.2,27.8,26.0,23.1,16.7,49.0
47.7,23.8,21.0,23.0,14.1,50.9
46.2,24.5,24.0,32.7,32.0,15.0
46.7,26.0,22.2,12.2,16.0,53.1
46.2,26.2,9.1,9.3,12.9,15.7
45.2,28.8,10.2,18.0,25.5,56.0
46.2,27.3,25.3,23.5,20.2,38.2
46.7,29.0,35.7,26.3,17.0,23.2
47.7,26.0,24.8,30.7,26.0,26.5
47.2,25.7,23.2,26.3,29.3,30.6
44.8,25.0,19.4,17.0,38.0,31.4
46.7,26.4,39.0,30.3,26.7,14.0
46.2,27.9,33.3,33.7,19.2,16.2
46.7,27.9,28.7,26.7,27.6,28.0
45.7,26.5,30.1,25.3,24.8,39.0
46.7,28.3,32.0,46.5,28.8,8.0
45.7,19.5,10.9,48.0,19.0,27.0
46.2,28.0,26.3,24.0,15.5,26.0
45.7,28.1,17.2,52.0,17.3,19.4
46.2,24.6,18.4,36.1,31.7,21.0
46.2,27.9,33.3,28.6,24.3,24.0
45.7,26.6,25.7,46.9,20.0,20.6
47.7,10.4,0.0,0.0,0.0,0.0
45.2,26.1,37.6,39.2,21.4,18.2
46.2,26.9,12.5,48.5,25.0,23.6
45.7,26.1,16.0,35.4,20.4,32.3
46.2,25.8,24.8,30.3,35.6,23.0
46.2,26.6,23.7,30.0,27.9,25.0
46.7,26.7,27.6,35.4,25.5,21.8
46.7,27.3,19.4,39.8,29.0,19.6
45.7,26.2,25.3,22.9,21.6,29.0
46.2,17.4,17.5,27.7,36.4,28.2
45.2,29.0,20.6,25.7,20.8,17.5
46.2,26.2,31.0,16.2,37.0,24.5
46.7,26.6,24.2,16.0,27.8,40.8
46.7,27.1,28.3,25.2,25.2,30.6
46.2,28.0,22.2,27.5,29.8,33.7
46.2,26.4,31.7,26.5,20.0,22.5
45.7,25.8,35.4,25.0,27.8,19.8
46.7,25.9,27.5,29.9,14.0,30.4
45.7,27.6,20.2,20.2,35.9,28.4
46.2,25.9,27.0,25.5,29.3,32.7
45.7,28.3,27.3,23.0,25.7,24.2
46.7,25.8,32.7,9.1,22.5,38.4
46.2,24.9,55.0,9.9,19.2,22.0
45.7,26.3,12.5,31.3,25.5,34.3
46.7,25.7,50.5,19.0,23.3,17.2
46.7,27.3,53.4,16.0,24.2,18.6
47.2,25.6,25.0,23.0,34.3,24.3
47.2,27.8,27.8,21.6,21.4,37.6
46.2,27.5,34.3,23.0,28.0,24.5
47.2,26.6,32.0,24.3,22.0,29.3
46.2,27.1,23.5,20.0,15.2,50.0
46.7,27.5,15.3,17.6,22.8,48.5
46.7,26.7,39.8,18.0,27.3,23.2
46.7,28.4,35.4,25.7,23.2,24.7
47.7,28.8,44.9,11.1,27.7,30.0
47.2,28.5,50.5,17.0,26.3,21.6
45.7,29.1,33.7,32.3,13.4,25.5
45.7,14.8,8.2,0.0,12.1,27.5
46.2,28.4,25.3,23.5,15.0,52.5
46.2,27.7,24.5,21.8,14.1,50.5
46.2,28.3,24.8,21.0,17.0,48.5
47.2,28.0,25.0,15.3,15.3,46.4
46.2,26.4,17.3,34.7,13.5,29.7
46.2,28.1,20.8,48.0,17.3,21.6
46.2,28.2,34.3,22.1,32.6,21.6
48.2,27.0,35.6,33.0,19.4,17.2
45.7,26.3,21.6,52.4,10.1,22.5
45.7,25.6,41.2,27.7,15.2,18.0
46.7,27.2,25.7,23.7,34.3,26.0
45.7,28.4,41.7,25.3,19.4,24.0
46.2,28.5,22.9,31.0,22.2,26.0
46.2,28.5,22.1,30.3,23.5,22.9
46.2,27.6,32.0,30.6,31.3,21.6
45.7,26.1,17.5,48.0,18.0,22.9
47.2,27.2,40.0,29.7,21.0,22.4
46.7,27.2,37.0,31.0,23.8,20.8
46.7,26.8,23.8,28.3,22.0,38.4
46.7,24.6,16.5,30.6,25.5,28.7
45.2,25.0,43.4,17.8,22.4,21.6
46.2,21.3,21.4,12.0,8.0,14.3
46.2,28.6,22.1,37.6,24.2,24.5
45.2,27.8,22.2,22.0,23.5,40.8
46.7,28.3,24.8,27.0,23.2,30.5
46.7,26.8,20.4,36.1,16.3,29.9
45.7,28.1,19.8,18.4,14.3,51.0
46.7,27.4,20.8,17.2,25.3,43.6
46.7,27.9,16.8,24.0,38.4,31.3
46.2,26.6,26.0,28.0,33.0,22.2
45.2,27.0,15.3,15.8,44.3,26.0
47.2,39.3,30.0,32.0,26.3,32.4
45.7,28.0,33.3,25.0,24.0,29.7
47.7,28.1,38.0,22.8,25.7,26.3
46.2,24.3,41.8,26.0,16.8,20.0
46.7,26.8,55.9,22.4,13.1,11.8
46.7,27.5,41.2,30.4,15.0,17.8
46.2,26.3,50.5,30.6,16.2,18.0
46.2,27.2,36.6,26.8,13.9,26.8
46.7,27.6,33.3,19.2,15.2,44.7
45.2,27.9,24.8,20.0,15.3,51.0
46.7,26.3,26.4,27.7,17.2,43.6
46.2,27.6,12.1,22.8,15.6,49.0
45.7,27.6,15.8,18.6,20.8,48.5
47.2,26.8,18.2,21.9,19.6,49.0
45.7,27.5,16.0,16.7,21.4,50.0
45.7,26.9,7.0,2.0,3.0,2.0
46.2,27.3,37.8,28.3,25.0,18.4
46.2,29.2,37.8,26.5,22.4,24.0
46.7,24.4,33.3,22.2,23.0,27.0
46.7,27.5,30.6,26.3,25.5,26.5
46.7,27.6,27.0,31.0,30.7,22.0
45.7,26.6,12.2,48.5,21.8,19.2
46.2,28.5,16.5,55.0,20.8,14.1
46.7,23.6,23.0,44.3,24.8,13.8
47.2,26.3,25.3,19.6,21.2,33.3
46.2,26.7,14.1,28.4,17.0,51.6
45.7,28.1,35.9,30.4,25.0,7.8
45.2,27.8,15.3,37.6,26.0,28.9
45.7,27.5,24.0,25.5,34.6,27.5
44.8,28.6,25.7,34.7,30.7,18.6
46.2,27.2,14.9,36.0,30.5,28.7
45.7,27.0,22.4,16.8,20.0,45.5
45.2,27.4,30.3,36.5,21.4,19.8
45.2,26.2,28.6,36.0,23.8,25.5
45.2,27.9,21.6,16.3,40.4,36.3
45.2,26.6,20.8,12.7,53.9,17.8
46.2,26.7,24.5,35.3,25.3,25.0
47.2,26.4,23.2,33.3,34.3,23.8
47.2,26.3,23.8,26.0,31.6,27.0
46.7,28.0,20.8,18.4,41.7,26.7
46.2,29.1,24.0,17.0,49.5,21.0
46.2,27.9,24.2,14.0,37.1,21.0
46.2,28.0,34.7,20.0,26.7,32.7
46.2,27.4,38.0,22.0,17.7,28.0
45.2,28.1,34.3,12.1,27.8,33.0
46.2,26.8,25.3,25.2,24.5,29.2
46.7,27.5,32.3,15.3,19.8,38.2
46.2,27.3,24.5,28.2,15.3,39.0
46.7,28.1,28.7,26.3,22.8,32.4
46.2,26.7,30.0,21.8,39.8,19.4
47.2,18.8,26.5,25.3,35.6,22.8
46.2,27.5,51.5,15.2,23.7,22.8
45.7,27.2,25.3,11.0,49.0,20.2
46.7,27.9,25.5,26.0,35.4,20.6
45.2,27.6,27.2,53.4,12.0,18.2
47.2,25.4,29.3,27.0,21.0,28.7
45.7,27.1,27.8,28.6,22.7,30.5
45.2,29.8,13.5,46.9,24.2,22.8
45.7,27.1,21.1,29.0,30.7,16.8
47.2,26.6,19.1,51.5,18.6,16.5
46.7,25.1,29.2,26.3,33.3,30.9
46.7,28.9,47.4,17.5,29.4,15.5
46.2,26.4,30.0,26.5,35.0,19.0
46.7,26.3,51.0,20.2,10.9,23.8
46.2,28.3,46.0,18.9,23.2,14.4
46.7,26.8,49.5,23.0,20.2,21.2
46.2,28.0,49.5,23.0,14.6,20.2
45.2,15.0,14.9,16.0,16.2,18.0
45.2,28.7,22.3,25.5,13.1,51.5
46.7,29.3,24.5,29.3,22.2,32.0
46.7,26.0,28.7,26.7,19.2,33.3
45.7,24.7,23.1,35.4,21.2,23.2
45.7,25.9,30.1,24.0,27.7,28.3
45.7,29.8,18.4,21.2,13.5,50.5
46.2,25.7,15.8,16.7,13.6,54.1
45.7,28.2,34.0,20.2,35.0,20.4
46.2,27.8,30.7,32.0,23.0,24.5
45.7,30.2,24.2,22.8,14.9,51.5
45.7,27.1,17.5,18.4,20.0,52.9
45.7,25.1,18.8,20.7,16.7,46.0
46.2,23.5,21.8,41.4,15.2,26.0
46.7,28.4,17.2,32.0,25.5,33.7
45.7,27.8,24.8,33.3,20.4,34.0
46.7,25.0,28.4,25.5,21.4,26.3
46.7,26.9,36.0,21.0,21.0,27.3
46.7,27.8,24.7,32.0,21.0,38.0
46.2,26.2,32.0,20.8,16.0,33.7
45.7,27.6,29.6,24.0,25.0,28.8
46.2,26.6,19.4,11.9,38.8,37.0
46.2,26.6,19.4,20.0,27.7,43.3
46.7,26.3,18.6,26.7,17.2,49.5
46.2,27.0,18.0,20.6,21.6,47.4
46.7,28.6,25.0,32.0,17.0,35.0
46.7,27.1,15.0,49.5,24.0,24.0
47.2,28.0,13.3,32.7,32.3,18.9
46.7,27.0,33.3,18.6,36.0,23.2
45.2,27.1,18.8,45.5,25.2,22.5
46.2,26.1,35.4,20.2,32.0,13.4
45.7,26.6,33.7,24.7,30.7,15.8
47.2,27.6,35.0,24.0,22.4,29.0
45.7,25.6,40.0,22.2,23.1,22.8
45.7,28.6,43.6,14.9,19.2,31.3
45.7,27.7,30.4,30.9,18.2,28.4
45.2,27.2,45.2,21.6,17.2,22.0
46.2,28.2,29.0,32.3,16.7,22.7
46.7,26.7,17.2,49.0,19.6,22.0
46.7,27.7,18.6,50.0,19.4,23.2
46.2,27.9,24.3,44.7,18.6,26.9
46.2,27.1,25.5,43.7,21.2,23.3
45.7,18.8,29.8,24.5,31.6,23.8
46.2,28.4,32.0,25.3,18.9,34.7
45.7,30.0,36.4,20.2,18.6,31.4
45.7,27.9,25.8,26.8,34.0,19.4
46.7,25.4,45.8,20.8,21.0,17.6
46.7,27.1,32.0,18.2,30.3,25.7
47.2,26.2,50.0,27.7,19.8,13.3
46.7,30.8,43.3,36.4,22.5,12.0
46.2,28.3,24.2,18.2,17.7,31.4
45.2,0.3,0.0,0.0,0.0,1.0
44.8,28.8,32.3,36.7,12.9,33.0
45.7,21.1,7.9,6.1,10.9,11.1
45.2,27.5,4.2,21.4,52.0,25.3
45.7,26.1,37.6,31.0,24.0,15.2
47.2,28.1,51.0,17.7,19.8,14.1
45.7,27.3,51.5,24.5,17.3,16.2
46.2,26.6,49.0,22.8,23.5,17.0
45.7,27.3,50.5,20.2,26.2,21.4
46.7,26.5,25.3,23.7,26.7,40.0
45.7,28.1,16.2,25.7,28.3,10.8
45.7,26.3,25.7,24.0,43.8,17.6
45.7,27.1,25.8,36.1,24.5,23.0
46.7,28.2,43.7,22.7,26.0,14.9
46.2,26.4,39.6,29.2,25.0,11.0
45.7,25.9,47.0,25.3,20.0,16.2
47.2,29.3,51.0,24.0,21.8,16.7
45.7,34.3,41.2,17.8,26.3,17.0
46.2,25.7,38.8,25.0,28.7,14.0
45.7,28.0,51.5,22.0,11.1,30.0
46.7,6.8,7.2,0.0,3.0,1.0
45.2,27.5,22.4,27.7,26.3,29.9
45.7,29.5,20.4,26.0,50.0,13.0
45.7,28.9,24.2,24.0,28.7,28.7
46.2,27.1,33.0,21.2,28.4,24.5
45.7,30.6,51.0,23.2,21.4,17.6
46.2,27.0,28.0,35.0,24.0,26.0
45.7,26.6,26.3,25.0,31.0,23.2
46.7,26.9,31.3,25.2,26.0,27.0
47.2,26.3,21.8,27.3,41.2,26.2
46.7,25.4,13.4,24.3,32.3,30.3
47.2,27.7,21.2,46.0,17.6,26.0
45.7,26.4,20.4,46.5,20.4,18.8
45.7,26.8,21.8,21.4,46.9,19.2
46.7,28.0,22.9,29.4,22.7,27.9
47.2,28.6,23.7,30.6,27.2,26.0
46.2,28.0,27.6,22.9,30.4,29.3
45.7,28.4,5.9,0.0,1.0,0.0
46.7,27.0,31.6,22.5,30.7,27.0
45.7,25.1,19.8,29.1,25.5,28.1
46.2,26.3,26.3,26.5,31.1,22.0
46.7,27.4,16.0,21.2,54.4,17.8
46.7,27.2,16.5,19.4,55.3,18.0
46.2,27.7,22.0,15.3,55.4,15.2
46.7,22.2,19.0,26.3,51.4,21.9
46.2,27.7,19.4,27.7,22.4,34.3
46.2,27.1,27.4,35.7,26.3,23.2
46.7,26.0,26.5,15.3,23.8,35.4
46.2,27.8,21.9,17.2,51.4,16.8
46.7,29.6,21.9,13.9,53.4,19.8
47.7,25.8,21.6,17.5,49.0,22.7
47.2,27.2,23.0,14.0,52.6,17.2
46.2,27.0,30.9,12.1,18.4,30.0
46.7,28.6,24.7,10.2,23.2,52.0
46.2,26.9,23.5,32.0,16.5,37.5
46.7,29.1,25.7,33.0,28.4,22.0
47.7,27.0,28.0,21.0,34.7,23.5
46.2,27.0,51.5,17.6,20.2,20.6
47.2,27.1,53.5,14.4,21.6,23.2
46.2,27.4,47.5,17.8,26.7,17.0
46.7,27.5,30.7,17.2,39.4,16.0
45.7,26.3,28.0,25.0,36.9,17.8
46.2,25.8,17.2,22.2,49.0,28.2
46.2,26.9,25.0,35.0,26.7,23.0
46.7,27.2,18.4,22.4,49.5,21.8
46.7,27.0,18.2,25.3,48.0,20.8
46.2,26.6,21.4,21.8,48.0,13.3
46.2,26.5,19.2,22.8,48.5,18.4
46.7,29.0,18.2,23.0,49.0,20.2
46.2,29.2,23.2,23.1,46.6,20.2
46.7,29.2,12.7,25.8,47.5,25.8
46.2,28.6,22.0,20.4,48.5,22.5
46.7,22.6,3.0,7.9,9.1,4.0
45.7,26.4,18.6,19.8,43.8,22.4
45.2,25.1,25.7,20.2,31.4,34.7
46.2,26.2,15.3,26.7,28.7,38.1
46.2,28.0,39.2,17.3,15.0,33.0
