TEMPERATURE,CPU_USAGE,CPU_1,CPU_2,CPU_3,CPU_4
46.7,25.3,31.7,18.2,32.0,28.7
46.7,28.4,18.6,31.7,45.5,22.4
47.2,27.3,18.6,18.7,50.5,22.8
47.2,26.9,36.0,14.7,15.0,36.7
46.2,26.4,34.3,20.8,17.6,34.0
46.7,27.4,25.3,22.4,33.0,29.3
46.2,27.2,27.8,41.2,14.4,21.2
46.2,27.1,15.6,29.3,13.9,40.4
46.2,27.6,20.6,39.6,22.5,24.0
46.7,27.2,43.6,20.0,25.3,16.2
46.2,26.1,28.0,27.5,36.1,30.7
46.7,27.7,27.0,35.0,31.6,22.2
46.7,27.0,23.8,45.4,15.0,28.2
47.2,26.8,25.5,48.0,11.9,24.3
46.2,27.0,29.7,41.0,15.8,23.0
47.2,25.9,23.8,54.0,12.4,14.3
46.7,25.8,27.6,22.0,25.5,37.0
45.7,26.6,27.0,39.0,26.3,24.8
46.7,28.5,51.0,20.6,16.2,19.2
45.7,30.3,27.6,33.0,36.6,35.0
46.2,27.5,27.3,17.5,34.7,28.0
45.7,26.3,27.3,18.6,28.4,31.6
46.2,28.3,24.2,28.6,35.0,26.0
46.7,26.1,23.2,25.0,20.8,35.9
45.7,26.5,37.8,22.0,21.1,17.2
46.2,25.2,25.7,30.3,22.0,31.7
46.7,24.1,25.5,20.0,30.0,26.5
46.2,27.5,22.7,18.0,33.0,31.7
46.7,28.0,51.0,25.3,17.7,25.5
47.2,27.8,49.0,8.9,19.6,33.0
46.2,24.9,26.5,24.8,24.0,36.4
45.7,25.5,34.7,13.0,33.7,24.8
45.2,28.3,37.7,30.9,25.0,19.0
46.2,27.1,25.0,27.8,27.3,18.2
46.2,27.8,34.7,24.0,19.8,22.7
46.2,5.2,19.4,19.6,46.7,14.0
46.7,28.7,22.0,18.6,45.4,27.5
45.7,29.6,14.4,25.3,42.6,23.0
46.7,27.2,26.5,27.6,24.2,30.4
46.7,26.3,25.5,18.2,20.4,40.4
46.7,26.3,20.0,14.4,19.6,52.0
46.2,29.0,21.2,17.3,20.8,49.0
45.7,26.6,20.2,20.0,22.3,50.5
46.2,25.8,29.0,25.5,21.0,20.0
46.2,28.7,21.2,20.2,28.6,38.0
46.7,23.1,34.3,29.8,26.7,26.0
45.7,28.5,33.7,25.0,22.7,28.8
46.7,27.1,50.0,12.1,27.5,23.0
46.2,27.7,46.3,19.0,23.0,19.4
45.2,26.4,46.0,24.2,12.6,21.4
45.2,27.6,25.5,26.3,29.3,24.8
45.7,27.9,23.2,18.0,26.7,23.8
46.2,27.7,21.6,21.0,24.5,44.1
45.2,28.7,2.0,1.0,3.0,3.0
45.2,26.3,22.7,30.1,23.7,30.9
46.7,26.4,19.8,17.8,41.8,26.7
45.7,26.7,17.2,23.8,25.0,47.0
46.7,25.4,20.0,22.2,22.3,50.0
46.2,27.2,11.1,18.7,27.3,46.5
47.2,27.4,35.1,41.4,20.2,15.8
46.7,26.4,35.1,27.6,23.8,25.3
45.7,28.6,30.6,30.8,20.0,31.6
45.2,28.0,35.6,26.8,16.7,32.0
45.7,26.5,18.2,25.3,16.7,46.5
46.7,29.1,19.4,28.4,17.3,45.9
46.2,27.1,16.7,18.6,16.7,51.9
45.7,28.9,16.3,24.5,15.3,49.5
45.7,27.3,30.3,42.1,18.0,16.2
45.2,29.9,25.7,26.5,29.7,32.7
46.2,12.2,26.5,15.0,36.5,29.9
45.2,25.2,27.3,27.0,41.6,12.0
45.7,29.2,30.0,27.2,25.8,31.3
45.7,25.8,21.2,50.0,18.6,18.8
45.7,26.3,24.5,28.0,26.5,33.7
45.2,25.6,23.5,22.9,41.6,15.6
45.7,26.3,30.0,27.3,30.7,22.2
45.2,27.0,32.7,30.5,18.2,25.5
45.7,27.9,27.0,26.8,16.0,34.7
46.7,26.0,40.0,17.8,25.5,24.8
45.7,28.0,26.5,19.2,23.0,37.8
45.2,25.8,23.5,20.0,31.7,32.0
46.2,26.9,21.2,23.7,39.0,28.0
47.2,25.9,28.9,15.5,35.4,23.0
46.2,26.2,22.2,32.0,27.7,24.5
46.2,26.7,42.9,20.0,24.5,23.0
44.8,28.1,28.2,18.9,13.3,43.7
46.2,27.9,43.6,14.7,28.9,22.8
47.2,28.9,31.7,27.8,29.6,21.2
45.7,26.7,25.7,31.6,19.6,22.4
45.7,28.0,22.2,44.1,25.3,16.3
45.7,25.5,31.3,31.0,17.2,24.0
46.7,27.1,36.6,32.0,27.2,16.5
45.7,27.0,41.2,15.8,29.0,23.8
46.2,28.1,45.3,22.0,20.2,15.2
46.2,27.9,25.0,25.8,24.0,25.8
46.7,27.2,25.5,28.7,27.6,35.0
46.7,28.3,43.4,16.3,28.3,18.4
46.2,26.8,24.0,35.0,23.5,22.4
46.7,27.4,20.4,16.0,49.0,20.4
46.2,28.0,16.5,19.4,53.1,17.0
46.2,26.2,33.3,20.2,33.3,24.8
45.7,26.9,29.1,36.6,26.0,22.5
45.2,27.4,17.5,33.7,31.3,25.5
45.7,5.5,1.0,0.0,0.0,0.0
46.2,27.0,24.5,40.0,29.4,19.4
45.7,19.8,31.7,21.0,23.2,33.7
46.2,28.0,39.6,19.2,24.0,25.0
45.7,28.8,19.2,22.8,46.9,20.8
45.7,27.3,34.7,20.2,26.7,22.7
46.2,27.3,33.3,19.2,33.0,27.6
46.7,28.6,19.4,23.8,16.2,49.0
46.2,27.3,29.0,20.8,19.2,51.0
46.2,27.5,29.4,23.7,29.0,36.5
47.2,28.3,20.6,21.8,22.5,47.5
45.2,28.0,25.8,27.9,25.0,31.7
46.7,26.4,27.8,19.2,19.0,41.4
45.7,27.4,25.0,21.0,20.8,47.4
45.7,25.6,23.0,21.8,37.0,25.5
45.7,27.1,29.3,36.3,22.5,23.5
46.2,27.1,25.8,43.0,21.0,24.0
46.7,27.2,23.0,37.4,28.3,25.7
46.7,29.3,13.1,36.4,25.7,30.6
46.2,32.4,37.8,36.5,24.0,25.5
45.7,27.3,13.0,24.3,21.2,44.0
46.2,27.2,28.0,23.0,26.0,33.0
45.2,27.3,27.7,30.7,26.3,24.8
46.2,26.2,11.5,32.3,29.9,26.8
45.2,27.6,16.0,16.8,50.0,21.0
46.7,28.3,22.2,28.3,28.3,25.0
46.2,26.5,22.1,36.9,29.8,21.8
45.7,26.6,20.6,51.5,21.8,18.8
46.7,27.1,36.5,26.0,30.7,26.0
46.2,27.0,26.3,20.6,44.6,21.8
46.2,29.4,15.8,29.0,48.5,20.8
46.7,25.8,20.6,23.3,30.9,31.3
46.7,26.3,38.4,25.7,29.3,20.2
47.2,30.3,30.0,19.0,29.8,32.0
46.2,26.9,19.0,19.4,24.2,47.5
46.2,26.1,23.0,18.2,19.8,47.0
46.7,27.0,20.4,23.5,14.4,49.5
46.2,27.8,18.4,19.6,10.1,37.0
46.7,26.5,10.2,31.0,15.0,50.0
45.7,25.6,23.5,25.0,22.0,39.2
46.7,26.8,20.2,25.5,32.3,29.7
47.2,25.4,26.7,21.0,40.9,17.8
45.7,25.6,28.3,24.5,29.0,26.2
46.7,28.8,41.4,33.7,14.9,19.2
46.2,27.3,27.0,16.2,31.2,33.3
46.7,26.4,19.6,17.8,24.0,51.0
46.7,26.6,21.8,26.3,25.5,31.3
47.2,27.9,15.3,20.2,16.0,55.4
46.7,26.1,23.5,34.3,19.6,28.2
46.7,27.4,27.3,32.7,23.2,24.5
46.2,27.2,24.0,37.1,30.0,21.0
45.7,28.3,18.8,19.0,53.0,13.4
47.2,26.1,21.1,14.9,45.2,24.5
46.2,27.3,51.0,19.0,20.0,18.2
46.7,11.2,38.4,18.2,28.0,17.5
46.2,26.3,39.6,18.0,25.5,17.8
46.2,24.2,19.4,11.3,22.8,46.0
46.7,24.4,14.7,29.6,22.5,36.0
46.2,27.4,19.8,35.3,32.0,24.5
46.7,26.4,19.4,31.6,29.0,28.3
47.7,28.8,18.4,35.7,34.3,15.3
46.2,26.7,24.0,27.3,16.3,24.3
45.7,28.0,34.0,35.1,16.2,19.2
45.7,26.4,45.9,11.1,21.4,29.5
47.7,26.0,51.0,10.1,17.8,24.0
46.7,30.2,17.2,39.8,28.7,23.2
46.2,27.0,22.4,41.4,27.3,13.5
46.7,26.7,20.4,38.6,29.6,18.6
46.7,28.0,27.0,41.2,22.9,21.0
45.7,27.4,25.0,19.2,36.6,21.4
46.7,28.1,23.2,22.2,35.6,32.3
46.7,26.9,35.6,18.0,17.3,33.0
45.7,26.0,28.0,10.4,36.4,29.4
47.2,26.4,27.8,16.5,28.0,28.3
46.7,24.9,33.0,23.5,26.5,29.3
46.2,26.6,24.0,26.3,28.0,31.4
45.7,25.8,32.7,26.3,19.0,25.7
46.7,25.0,20.2,15.3,30.5,24.0
45.7,28.6,28.6,31.0,25.7,30.1
46.2,21.0,29.3,27.3,26.2,31.7
45.7,27.8,51.0,15.3,21.2,19.6
46.2,27.4,32.3,24.0,23.8,34.0
47.2,26.4,27.3,27.2,33.3,20.0
46.2,27.4,33.0,18.2,30.8,20.0
46.2,27.1,51.0,20.4,19.2,17.5
47.2,26.3,46.4,16.5,23.8,17.8
47.2,29.2,20.8,22.0,47.4,14.1
46.7,26.0,27.0,27.5,48.5,11.0
46.7,28.0,32.3,25.0,25.0,19.2
46.7,25.7,21.4,22.8,23.8,36.7
46.7,25.6,34.4,23.0,32.7,14.1
46.2,27.1,19.8,21.4,47.6,17.0
46.2,27.3,22.2,25.0,44.3,16.8
46.2,26.1,38.0,25.7,28.3,18.2
46.7,27.6,26.0,12.2,43.4,19.4
45.7,26.4,25.5,20.0,32.7,33.3
46.2,28.2,33.3,23.5,18.8,34.7
46.2,26.2,20.6,12.1,22.7,46.9
45.7,25.7,22.1,11.9,24.0,53.4
45.7,24.2,18.1,12.2,24.5,51.5
45.7,25.4,21.0,24.0,25.2,45.7
46.7,26.6,18.1,12.2,24.8,55.0
45.7,26.7,30.8,25.0,18.0,35.7
45.7,29.5,22.3,26.0,29.9,32.7
45.7,26.8,16.2,18.6,44.4,29.0
46.2,27.5,35.6,28.9,22.4,19.2
45.7,19.6,24.5,44.1,20.6,20.0
46.7,25.6,16.5,29.2,25.5,29.7
47.2,26.9,40.2,23.2,21.4,27.7
45.2,24.6,26.3,31.7,25.7,29.5
46.7,27.5,33.3,31.6,20.4,19.4
46.2,27.5,35.7,34.7,21.2,26.4
44.8,27.9,15.2,23.2,25.5,46.1
46.2,28.7,21.4,17.5,32.3,34.7
46.2,11.2,2.0,0.0,0.0,0.0
45.7,29.1,28.0,20.2,14.1,45.0
46.2,26.1,28.2,27.6,18.0,44.2
45.7,26.7,21.4,18.2,21.2,50.5
46.2,25.8,32.0,48.0,25.0,44.3
45.7,26.0,23.5,17.0,20.4,49.5
45.2,27.2,24.0,20.0,18.0,47.1
45.7,27.3,35.3,20.6,27.0,31.7
46.7,7.3,14.9,7.9,13.9,9.2
46.2,27.9,21.4,17.0,19.2,48.5
45.7,26.7,20.4,22.2,31.7,35.0
46.2,28.0,32.3,12.8,34.0,20.8
45.7,25.8,36.6,32.7,14.9,25.0
45.7,25.9,17.2,33.7,23.2,31.6
45.7,28.7,26.5,29.5,25.3,27.6
45.2,26.9,26.0,26.7,34.0,24.8
46.7,27.6,14.3,26.2,21.0,45.2
45.2,26.3,26.0,21.0,37.6,29.4
45.7,18.0,20.0,27.5,35.0,27.3
46.2,28.5,28.0,10.0,42.0,27.2
46.7,26.3,28.3,20.0,17.8,41.8
46.7,27.6,33.7,23.2,23.5,29.9
46.2,26.6,29.4,23.5,27.6,34.7
46.2,26.1,22.1,21.8,11.2,50.5
46.2,27.1,37.6,23.2,19.8,30.6
46.7,26.3,26.7,27.6,26.7,24.5
46.2,27.2,24.3,26.3,24.8,29.6
45.7,29.3,15.3,52.4,26.0,16.7
46.2,26.1,23.8,51.6,13.3,21.4
46.2,26.1,22.4,28.7,35.7,23.0
46.7,26.5,41.2,26.0,17.2,22.8
45.2,27.8,29.0,34.3,20.8,18.2
46.2,24.6,23.7,40.2,19.8,14.3
46.7,28.0,17.5,30.3,22.0,34.3
45.7,27.3,16.7,23.2,20.8,50.5
45.7,26.3,27.6,12.4,40.8,32.7
46.7,26.9,27.3,31.0,26.5,20.6
46.7,26.8,25.0,22.7,27.3,29.9
46.2,26.8,12.4,28.6,48.0,20.2
45.7,26.8,16.2,38.8,30.3,21.8
47.2,28.3,20.4,22.0,21.8,45.5
46.7,27.5,11.0,14.1,10.0,22.2
45.7,27.0,22.7,13.3,20.4,44.6
45.2,29.1,24.0,30.7,21.6,27.6
45.7,26.2,20.4,11.1,30.4,46.3
46.2,26.8,40.0,18.2,18.4,29.3
45.7,28.0,14.0,33.7,27.5,26.8
46.7,27.1,28.3,18.4,39.4,16.5
46.2,26.1,27.7,19.6,38.0,23.5
45.7,26.8,25.5,37.0,24.0,19.0
47.2,26.9,17.0,48.0,16.8,28.7
47.2,27.6,19.2,47.0,19.4,19.0
47.2,27.9,24.0,51.4,20.8,15.2
46.2,25.6,24.2,49.0,22.0,16.2
46.7,26.8,18.1,52.9,15.0,25.0
46.7,26.5,30.7,37.8,17.8,20.8
46.2,26.4,51.5,15.0,19.2,18.1
47.2,28.1,51.0,18.6,14.9,23.7
47.2,27.0,47.0,25.0,20.8,19.0
46.2,26.5,50.5,19.0,19.6,21.9
46.7,26.0,50.5,7.5,27.9,27.1
47.7,27.5,32.7,20.2,25.0,25.8
48.2,26.4,53.8,19.0,16.2,15.6
46.7,26.9,26.5,32.7,21.6,27.0
46.7,25.3,28.6,18.6,23.0,31.3
46.2,28.1,43.7,22.3,25.5,22.2
47.7,26.1,23.5,25.5,40.2,23.5
45.7,0.0,1.0,0.0,0.0,0.0
45.2,19.5,20.8,30.8,48.5,24.5
45.2,28.4,29.4,32.0,22.5,23.4
45.7,28.8,49.0,20.6,21.0,19.8
46.7,37.5,31.0,28.4,31.1,20.6
46.7,27.2,33.0,18.0,36.4,23.7
46.2,26.0,25.8,30.7,22.0,30.7
46.7,28.8,43.6,28.8,14.1,17.7
46.7,27.6,30.0,29.7,23.8,32.7
47.2,30.6,26.7,44.0,12.4,24.0
46.2,29.3,41.2,28.3,28.0,20.0
47.2,26.0,23.7,34.3,30.6,26.5
46.2,29.5,24.5,25.0,34.3,26.5
46.2,30.9,31.6,25.7,32.3,25.0
46.7,27.6,26.7,36.4,32.0,18.2
46.2,29.1,27.3,29.9,35.0,27.0
45.7,30.0,26.3,31.0,32.7,23.2
47.2,29.6,27.3,22.9,14.1,44.0
47.2,27.4,27.3,26.3,20.8,44.6
47.7,28.1,19.2,12.7,9.0,24.8
47.2,26.5,17.5,24.2,17.5,44.4
47.7,27.5,28.0,28.4,16.8,46.5
46.7,29.2,22.4,19.8,38.5,25.3
46.2,29.4,23.0,27.1,34.3,23.8
47.2,27.3,32.0,31.0,31.4,17.8
45.7,30.4,28.4,31.3,28.7,23.5
47.7,27.8,21.4,28.2,42.3,26.0
45.7,32.6,25.5,46.4,21.4,24.0
46.2,0.7,16.3,33.0,10.2,25.0
46.2,28.2,30.8,21.4,36.3,28.7
46.2,28.9,29.3,20.6,33.0,26.8
45.7,27.4,31.0,21.2,29.8,28.4
46.2,29.0,23.7,27.7,30.6,30.4
46.7,28.9,26.0,23.5,28.2,28.6
46.2,25.6,19.2,46.9,20.4,17.8
47.2,27.3,19.4,52.9,18.6,22.0
47.2,10.4,23.5,47.0,21.0,24.0
45.7,29.2,28.6,40.4,16.2,25.5
46.2,29.9,22.0,30.9,37.4,29.2
46.7,27.0,21.1,33.7,21.9,22.8
46.2,27.2,32.7,22.2,30.4,30.5
47.2,23.7,38.8,24.8,14.0,33.7
46.2,28.5,32.7,36.4,12.9,27.5
45.7,29.6,39.4,26.9,12.1,33.0
46.7,28.0,8.1,5.9,10.2,7.9
46.7,27.4,31.7,27.3,19.0,44.4
45.2,8.0,29.0,19.6,19.6,28.9
47.2,28.0,28.1,32.0,29.6,25.7
46.2,28.1,36.4,22.8,30.0,21.4
47.2,27.2,38.9,18.4,26.7,24.7
46.7,27.7,36.6,20.0,20.6,34.3
45.7,27.9,30.0,30.3,26.2,24.5
46.2,27.3,31.1,33.0,25.5,31.0
46.7,27.4,20.8,17.0,15.6,40.2
46.7,28.5,11.0,11.5,4.0,15.5
44.8,28.4,27.3,27.8,27.7,26.5
47.2,27.0,25.5,20.0,21.6,46.3
46.7,27.4,26.5,31.3,32.4,20.4
47.2,26.5,30.0,35.0,26.0,21.8
46.7,28.3,21.0,28.3,30.3,29.6
46.7,27.3,24.0,32.0,25.3,31.3
46.7,27.2,22.4,50.0,19.2,20.4
46.7,27.6,15.8,14.4,10.0,35.8
45.7,0.0,0.0,1.0,0.0,2.0
46.2,27.9,30.9,38.2,27.5,26.9
46.2,27.3,47.0,29.3,13.0,22.5
46.7,28.3,32.4,28.6,26.7,27.1
46.7,27.8,21.2,18.4,36.6,33.3
47.2,28.5,22.3,25.8,32.3,28.7
46.7,27.9,31.4,25.7,32.0,27.2
46.2,28.1,40.2,25.5,28.2,20.4
47.7,29.2,51.5,21.9,17.8,20.4
46.7,28.1,36.4,35.7,16.0,22.8
46.2,28.5,15.3,16.0,15.8,16.8
44.8,29.8,14.1,29.1,42.4,25.5
45.7,29.8,20.0,25.5,29.6,36.6
47.2,27.0,19.6,39.4,24.5,12.5
47.2,27.0,23.0,38.6,27.0,21.4
45.7,24.9,21.6,42.7,21.0,22.4
46.2,29.6,35.3,31.0,18.2,27.8
46.7,27.6,56.7,17.2,13.0,21.6
46.2,28.0,23.7,28.4,31.7,29.4
46.7,28.6,45.5,15.5,20.6,32.3
47.2,27.3,16.5,33.3,38.1,13.0
45.7,27.7,21.9,40.0,25.0,23.5
46.7,29.2,31.7,38.0,24.8,26.5
46.7,29.1,35.5,29.8,21.0,25.5
46.2,28.7,35.7,30.1,26.0,28.2
46.7,28.6,25.3,29.4,25.0,31.6
47.7,27.6,25.3,42.1,18.2,22.3
46.2,30.8,25.0,47.0,23.8,22.0
47.7,29.3,21.4,48.0,17.6,29.0
46.7,27.7,18.8,31.0,19.8,37.8
46.2,26.6,33.7,38.0,17.3,17.0
47.2,27.8,30.6,29.3,23.8,33.3
45.7,28.6,36.0,26.0,25.5,21.8
47.7,28.1,32.7,31.4,26.6,25.2
45.7,6.2,0.0,1.0,0.0,5.0
44.8,11.4,33.3,27.0,24.5,25.7
46.7,29.1,20.0,17.3,30.7,43.4
46.2,1.8,15.2,18.6,22.2,16.5
44.8,28.9,17.0,26.0,38.5,23.2
46.2,29.4,36.6,26.3,31.0,18.8
46.2,28.6,25.0,31.7,22.3,40.6
46.2,27.7,21.0,22.0,30.0,39.8
47.2,28.4,12.4,34.7,25.2,34.0
46.2,26.8,22.9,26.3,37.5,34.3
46.2,28.6,24.2,27.5,33.7,29.6
46.7,19.6,2.0,1.0,0.0,2.0
45.7,28.5,41.6,26.7,28.2,19.8
45.7,1.2,39.6,37.9,21.6,16.8
44.8,28.0,39.0,26.0,25.0,17.3
47.2,28.3,26.0,30.7,19.4,30.3
46.7,27.6,26.5,27.3,24.3,29.9
47.2,28.1,49.0,27.9,16.3,19.6
46.2,28.3,13.1,52.0,22.3,21.8
47.2,26.4,27.8,28.9,28.8,22.5
46.7,27.2,17.3,20.6,19.4,50.0
45.7,14.7,10.8,3.0,0.0,1.0
45.7,28.7,44.0,19.2,19.4,25.3
45.7,27.8,21.6,38.8,27.3,16.0
46.2,26.9,21.0,27.6,37.6,24.5
46.7,28.3,25.5,26.0,32.4,36.6
45.7,28.0,23.8,17.3,34.7,33.0
46.2,27.9,7.1,42.0,26.5,34.0
45.7,28.3,25.3,26.3,25.5,34.3
46.7,28.3,20.6,28.3,31.6,24.8
45.7,31.4,20.4,36.0,33.0,26.3
45.7,5.5,25.0,45.5,21.6,16.5
45.2,26.8,28.0,51.0,15.2,18.4
46.2,27.8,43.0,25.3,17.2,27.6
46.2,28.5,24.2,38.0,18.4,22.4
46.7,27.2,15.6,51.5,21.8,22.0
46.2,25.4,20.8,20.2,36.0,32.0
45.2,27.4,23.2,25.7,20.8,39.8
46.2,28.9,34.7,18.6,30.7,27.7
45.7,29.0,24.8,16.7,30.1,50.5
46.2,26.3,29.0,11.1,21.6,49.5
45.2,26.8,17.2,22.7,13.8,52.4
46.2,26.1,34.7,28.8,28.0,25.8
45.7,27.6,19.0,39.4,29.4,24.8
46.2,28.9,17.6,23.8,33.0,28.0
45.7,29.4,25.3,27.2,20.0,49.0
46.2,29.8,19.2,27.7,34.0,32.0
45.7,29.4,21.4,23.0,41.0,24.5
46.2,27.5,25.5,38.5,31.7,20.4
46.7,30.3,31.6,31.7,26.5,27.0
45.7,29.3,21.4,37.8,31.7,23.5
45.2,28.1,24.0,26.5,34.0,25.5
46.2,29.6,8.2,25.8,29.4,45.4
46.7,27.8,25.0,17.8,23.3,45.3
46.7,28.7,35.4,23.0,23.5,28.9
46.7,29.7,13.4,21.6,29.0,52.0
46.2,27.0,25.5,11.0,20.0,53.4
46.2,29.9,33.0,35.0,26.5,19.8
46.7,27.3,27.9,32.0,26.5,25.8
45.7,27.3,20.0,22.4,22.3,43.4
46.7,26.3,26.0,31.0,28.6,22.3
46.7,29.4,31.7,29.2,31.3,21.8
47.2,28.9,25.7,18.4,50.0,22.5
46.7,30.5,14.7,30.3,26.3,34.0
47.2,27.2,27.5,31.7,23.0,32.7
46.2,28.2,22.4,20.4,22.7,48.1
46.7,29.3,20.6,22.2,51.0,17.6
46.2,27.8,18.6,24.5,49.0,25.5
45.7,29.9,28.0,18.4,49.0,13.3
45.7,28.0,25.0,12.2,46.0,23.0
46.2,31.4,25.3,26.7,32.0,30.5
46.2,29.2,31.4,14.0,42.9,32.0
46.7,27.8,30.4,36.0,23.5,20.4
46.7,29.6,19.8,17.8,19.2,50.5
47.2,28.5,26.8,26.9,17.9,34.7
47.2,27.4,31.7,20.0,40.6,26.3
47.2,28.0,18.2,26.3,25.3,41.2
46.7,30.0,27.5,27.9,20.6,48.5
46.7,29.5,27.6,19.4,21.0,49.0
46.7,28.5,28.9,13.1,38.4,25.0
47.2,28.0,29.6,15.0,27.6,36.0
47.2,25.6,46.7,23.5,20.6,25.0
46.2,25.2,16.5,37.0,36.9,23.0
46.2,26.6,34.0,29.7,27.0,15.5
46.2,29.9,55.9,21.4,12.2,12.6
46.2,27.2,53.9,11.8,28.0,22.8
46.2,26.9,35.0,38.8,19.8,16.5
46.2,28.9,28.3,27.6,31.0,19.8
46.2,30.7,23.5,37.0,29.3,22.5
47.2,26.7,40.8,15.3,31.7,17.0
46.7,28.3,52.5,18.4,23.8,14.4
46.7,28.0,22.7,22.4,41.6,24.5
47.2,25.9,45.1,13.1,29.9,18.0
46.7,26.7,34.3,27.2,21.4,28.7
46.7,28.2,33.0,30.7,19.6,21.8
46.7,28.1,33.3,26.3,24.2,18.0
47.2,25.5,27.8,50.0,20.2,17.8
47.2,27.5,19.0,32.0,31.0,32.0
46.2,20.1,35.6,29.0,25.3,25.2
46.7,27.0,22.8,22.2,24.3,39.8
46.2,27.3,16.3,39.0,30.3,24.8
46.2,25.0,29.2,27.3,35.6,25.3
46.2,29.6,19.4,49.0,19.2,26.8
47.2,27.0,27.1,51.5,20.2,10.9
47.2,27.3,27.0,28.0,35.6,19.8
46.2,30.1,27.7,35.4,27.3,23.5
46.7,27.2,14.1,22.5,54.5,19.2
46.7,28.1,20.2,50.5,24.0,14.1
47.2,27.3,14.6,54.1,15.7,31.1
46.2,28.7,38.8,28.4,28.2,12.0
45.2,29.0,28.3,31.0,25.3,28.0
46.7,27.1,29.3,25.5,19.0,32.7
46.7,27.5,21.6,20.6,24.8,38.8
46.7,29.6,24.5,23.8,33.7,33.7
47.2,26.9,27.8,37.3,26.0,22.0
47.2,27.0,30.9,29.1,21.6,24.8
46.2,27.3,14.4,34.3,24.3,44.0
45.7,28.8,16.3,20.8,20.6,50.0
46.2,27.8,31.4,29.9,21.4,29.9
47.2,27.8,25.5,13.3,43.3,26.7
46.2,29.1,31.4,19.6,44.2,25.5
46.2,27.5,24.0,17.6,49.5,24.5
46.7,28.1,16.8,23.8,48.0,21.8
45.7,26.8,25.0,12.9,52.4,19.0
45.7,26.0,27.7,32.0,22.9,25.5
46.7,27.4,26.5,31.0,29.3,22.2
46.7,27.1,31.7,24.5,31.6,22.2
46.2,28.5,25.3,16.5,35.4,34.0
46.2,29.2,15.3,16.7,53.5,19.2
47.7,27.9,23.2,27.5,22.8,35.1
46.7,30.0,22.7,17.3,45.6,24.2
46.2,23.2,15.0,2.0,6.0,16.0
46.2,30.3,39.2,21.4,26.0,24.8
45.2,27.4,22.9,22.7,39.2,22.0
45.7,27.7,22.4,19.4,50.0,19.0
45.7,28.8,26.3,33.3,33.0,30.1
44.8,28.1,34.0,19.8,27.7,35.0
46.7,29.5,31.0,24.2,20.6,30.0
45.2,28.2,33.3,26.3,26.0,26.5
45.7,28.9,27.7,20.0,17.3,24.2
44.3,28.8,30.9,31.3,32.7,18.6
45.7,29.3,22.7,17.2,51.9,21.0
45.2,28.7,10.3,23.2,47.1,22.5
45.7,26.3,24.2,34.0,29.1,22.8
45.7,29.3,20.2,45.5,19.6,24.5
45.7,26.8,28.0,37.6,22.9,30.4
46.2,21.1,29.4,48.0,14.3,31.4
46.2,27.7,26.3,27.3,36.1,22.7
45.7,29.1,7.8,4.0,5.1,0.0
46.2,27.7,28.7,28.3,33.3,32.0
45.7,28.5,45.5,15.6,32.0,25.0
46.7,27.6,33.3,32.0,26.7,21.0
46.2,27.5,39.6,19.2,30.6,29.8
45.7,26.6,21.2,32.6,29.5,20.2
45.7,29.9,25.0,21.0,28.7,34.4
46.2,28.6,29.3,18.4,40.8,28.7
46.7,27.6,20.4,11.0,19.8,22.2
45.7,27.4,22.4,21.4,49.5,22.0
46.7,27.0,30.8,23.5,26.7,34.7
46.2,28.8,24.2,18.8,44.1,24.0
46.7,27.0,21.1,21.2,47.0,20.4
46.7,27.6,24.8,34.0,31.4,24.5
45.7,28.2,23.5,30.4,29.7,29.9
46.7,17.9,1.0,4.8,5.0,1.0
45.2,8.5,11.3,2.9,0.0,0.0
44.3,3.4,20.2,8.5,0.0,0.0
43.8,8.7,9.5,7.5,0.0,12.5
43.3,2.5,0.0,0.0,0.0,7.1
